,Código do SINAPI,Descrição Básica,Unidade de Cálculo,Unidade de Comercialização,Normas Técnicas,Imagem,Informações Gerais,Referencial / Parâmetro de Pesquisa,Atualizado em,Obs,pagina,Arquivo
4315,12569,"TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 1100 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 2, seção transversal circular com diâmetro de 1100mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros. "," Aca Tubos, Engetubos, D'Agostini ",08/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2060,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4316,7766,"TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 1200 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 2, seção transversal circular com diâmetro de 1200mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros... "," TuboPonta, GuaraniTubos, JDM Pré Fabricados, Aca Tubos, Engetubos, TuboMix, Dinâmica, D'Agostini, Tecmold, Copel Tubos ",15/01/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2061,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4317,7767,"TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 1500 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 2, seção transversal circular com diâmetro de 1500mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros... "," TuboPonta, GuaraniTubos, JDM Pré Fabricados, Aca Tubos, Engetubos, TuboMix, Dinâmica, D'Agostini, Tecmold, Copel Tubos ",15/01/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2062,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4318,7727,"TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 2000 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 2, seção transversal circular com diâmetro de 2000mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros... "," GuaraniTubos, Aca Tubos, D'Agostini ",15/01/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2063,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4319,7760,"TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 300 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 2, seção transversal circular com diâmetro de 300mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros... "," TuboPonta, GuaraniTubos, JDM Pré Fabricados, Aca Tubos, Guinatubos, JMVeronezi, D'Agostini, Tecmold, Copel Tubos ",15/01/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2064,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4320,7761,"TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 400 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 2, seção transversal circular com diâmetro de 400mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros... "," TuboPonta, GuaraniTubos, JDM Pré Fabricados, Aca Tubos, Engetubos, Guinatubos, JMVeronezi, D'Agostini, Tecmold, Copel Tubos ",15/01/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2065,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4321,7752,"TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 500 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 2, seção transversal circular com diâmetro de 500mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros... "," TuboPonta, GuaraniTubos, JDM Pré Fabricados, Aca Tubos, Engetubos, Guinatubos, D'Agostini, Tecmold, Copel Tubos ",15/01/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2066,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4322,7762,"TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 600 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 2, seção transversal circular com diâmetro de 600mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros... "," TuboPonta, GuaraniTubos, JDM Pré Fabricados, Aca Tubos, Engetubos, TuboMix, Guinatubos, JMVeronezi, D'Agostini, Tecmold, Copel Tubos ",15/01/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2067,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4323,7722,"TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 700 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 2, seção transversal circular com diâmetro de 700mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros... "," GuaraniTubos, Aca Tubos, Engetubos, D'Agostini ",15/01/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2068,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4324,7763,"TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 800 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 2, seção transversal circular com diâmetro de 800mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros... "," TuboPonta, GuaraniTubos, JDM Pré Fabricados, Aca Tubos, Engetubos, TuboMix, Dinâmica, Guinatubos, D'Agostini, Tecmold, Copel Tubos ",15/01/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2069,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4325,7764,"TUBO CONCRETO ARMADO, CLASSE PA-2, PB, DN 900 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 2, seção transversal circular com diâmetro de 900mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros... "," GuaraniTubos, Aca Tubos, Engetubos, D'Agostini ",15/01/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2070,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4326,12574,"TUBO CONCRETO ARMADO, CLASSE PA-3, PB, DN 1200 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 3, seção transversal circular com diâmetro de 1200mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros. "," TuboPonta, Guarani Tubos, JDM Pré Moldados, Aca Tubos, Engetubos, Tubomix, D'Agostini, Tecmold, Copel Tubos ",08/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2071,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4327,12575,"TUBO CONCRETO ARMADO, CLASSE PA-3, PB, DN 1500 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 3, seção transversal circular com diâmetro de 1500mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros. "," TuboPonta, Guarani Tubos, JDM Pré Moldados, Aca Tubos, Engetubos, Tubomix, D'Agostini, Tecmold, Copel Tubos ",08/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2072,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4328,12576,"TUBO CONCRETO ARMADO, CLASSE PA-3, PB, DN 400 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 3, seção transversal circular com diâmetro de 400mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros. "," TuboPonta, Guarani Tubos, JDM Pré Moldados, Aca Tubos, Engetubos, D'Agostini, Tecmold, Copel Tubos ",08/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2073,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4329,12577,"TUBO CONCRETO ARMADO, CLASSE PA-3, PB, DN 500 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 3, seção transversal circular com diâmetro de 500mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros. "," TuboPonta, Guarani Tubos, JDM Pré Moldados, Aca Tubos, Engetubos, Tecmold, D'Agostini, Copel Tubos ",08/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2074,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4330,12578,"TUBO CONCRETO ARMADO, CLASSE PA-3, PB, DN 600 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 3, seção transversal circular com diâmetro de 600mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros. "," TuboPonta, Guarani Tubos, JDM Pré Moldados, Aca Tubos, Engetubos, Tubomix, D'Agostini, Tecmold, Copel Tubos ",08/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2075,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4331,12579,"TUBO CONCRETO ARMADO, CLASSE PA-3, PB, DN 700 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 3, seção transversal circular com diâmetro de 700mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros. "," Guarani Tubos, Aca Tubos, Engetubos, D'Agostini ",08/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2076,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4332,12580,"TUBO CONCRETO ARMADO, CLASSE PA-3, PB, DN 800 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 3, seção transversal circular com diâmetro de 800mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros. "," TuboPonta, Guarani Tubos, JDM Pré Moldados, Aca Tubos, Engetubos, Tubomix, D'Agostini, Tecmold, Copel Tubos ",08/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2077,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4333,12581,"TUBO CONCRETO ARMADO, CLASSE PA-3, PB, DN 900 MM, PARA AGUAS PLUVIAIS (NBR 8890) ",M ,M ,NBR 8890:2007 Versão Corrigida:2008 ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo de concreto pré moldado, em concreto armado, com junta rígida tipo Ponta e Bolsa (PB), Classe PA 3, seção transversal circular com diâmetro de 900mm, para uso em escoamento de águas pluviais. Utiliza armadura, portanto é mais resistente a esforços provocados por veículos ou deslocamentos do solo. Utilizado em galerias e drenagem de águas pluviais em loteamentos, rodovias, aeroportos, pátios, bueiros. "," Guarani Tubos, Aca Tubos, Engetubos, D'Agostini ",08/12/15 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2078,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4334,41785,"TUBO CORRUGADO PEAD, PAREDE DUPLA, INTERNA LISA, JEI, DN/DI *1000* MM, PARA SANEAMENTO ESGOTO ",M ,6M ,DNIT 094 /2014-EM ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo para condução de fluidos, corrugado, de parede dupla, sendo a interna lisa e a externa corrugada, não perfurado, fabricado em PEAD (Polietileno de Alta Densidade) virgem na configuração PBA (Ponta Bolsa Anel) sendo a bolsa integrada à barra. Aplicação na condução de esgoto ou efluente químico, proprocionando elevada velocidade de escoamento e alta vazão ao sistema. Diâmetro Nominal refere-se ao Diâmetro interno. Disponível em barras de 6 metros. ", Tigre ADS (SaniPro); Kanflex (knts SUPER) ,18/07/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2079,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4335,41781,"TUBO CORRUGADO PEAD, PAREDE DUPLA, INTERNA LISA, JEI, DN/DI *450* MM, PARA SANEAMENTO ESGOTO ",M ,6M ,DNIT 094 /2014-EM ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo para condução de fluidos, corrugado, de parede dupla, sendo a interna lisa e a externa corrugada, não perfurado, fabricado em PEAD (Polietileno de Alta Densidade) virgem na configuração PBA (Ponta Bolsa Anel) sendo a bolsa integrada à barra. Aplicação na condução de esgoto ou efluente químico, proprocionando elevada velocidade de escoamento e alta vazão ao sistema. Diâmetro Nominal refere-se ao Diâmetro interno. Disponível em barras de 6 metros. ", Tigre ADS (SaniPro); Kanflex (knts SUPER) ,18/07/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2080,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4336,41783,"TUBO CORRUGADO PEAD, PAREDE DUPLA, INTERNA LISA, JEI, DN/DI *750* MM, PARA SANEAMENTO ESGOTO ",M ,6M ,DNIT 094 /2014-EM ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo para condução de fluidos, corrugado, de parede dupla, sendo a interna lisa e a externa corrugada, não perfurado, fabricado em PEAD (Polietileno de Alta Densidade) virgem na configuração PBA (Ponta Bolsa Anel) sendo a bolsa integrada à barra. Aplicação na condução de esgoto ou efluente químico, proprocionando elevada velocidade de escoamento e alta vazão ao sistema. Diâmetro Nominal refere-se ao Diâmetro interno. Disponível em barras de 6 metros. ", Tigre ADS (SaniPro); Kanflex (knts SUPER) ,18/07/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2081,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4337,41786,"TUBO CORRUGADO PEAD, PAREDE DUPLA, INTERNA LISA, JEI, DN/DI 1200 MM, PARA SANEAMENTO ESGOTO ",M ,6M ,DNIT 094 /2014-EM ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo para condução de fluidos, corrugado, de parede dupla, sendo a interna lisa e a externa corrugada, não perfurado, fabricado em PEAD (Polietileno de Alta Densidade) virgem na configuração PBA (Ponta Bolsa Anel) sendo a bolsa integrada à barra. Aplicação na condução de esgoto ou efluente químico, proprocionando elevada velocidade de escoamento e alta vazão ao sistema. Diâmetro Nominal refere-se ao Diâmetro interno. Disponível em barras de 6 metros. ", Tigre ADS (SaniPro); Kanflex (knts SUPER) ,18/07/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2082,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4338,41787,"TUBO CORRUGADO PEAD, PAREDE DUPLA, INTERNA LISA, JEI, DN/DI 1500 MM, PARA SANEAMENTO ESGOTO ",M ,6M ,DNIT 094 /2014-EM ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo para condução de fluidos, corrugado, de parede dupla, sendo a interna lisa e a externa corrugada, não perfurado, fabricado em PEAD (Polietileno de Alta Densidade) virgem na configuração PBA (Ponta Bolsa Anel) sendo a bolsa integrada à barra. Aplicação na condução de esgoto ou efluente químico, proprocionando elevada velocidade de escoamento e alta vazão ao sistema. Diâmetro Nominal refere-se ao Diâmetro interno. Disponível em barras de 6 metros. ", Tigre ADS (SaniPro); Kanflex (knts SUPER) ,18/07/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2083,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4339,41779,"TUBO CORRUGADO PEAD, PAREDE DUPLA, INTERNA LISA, JEI, DN/DI 250 MM, PARA SANEAMENTO ",M ,6M ,DNIT 094 /2014-EM ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo para condução de fluidos, corrugado, de parede dupla, sendo a interna lisa e a externa corrugada, não perfurado, fabricado em PEAD (Polietileno de Alta Densidade) virgem na configuração PBA (Ponta Bolsa Anel) sendo a bolsa integrada à barra. Aplicação na condução de esgoto ou efluente químico, proprocionando elevada velocidade de escoamento e alta vazão ao sistema. Diâmetro Nominal refere-se ao Diâmetro interno. Disponível em barras de 6 metros. ", Tigre ADS (SaniPro); Kanflex (knts SUPER) ,18/07/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2084,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
4340,41780,"TUBO CORRUGADO PEAD, PAREDE DUPLA, INTERNA LISA, JEI, DN/DI 300 MM, PARA SANEAMENTO ESGOTO ",M ,6M ,DNIT 094 /2014-EM ,NÃO HÁ IMAGEM DISPONÍVEL POR SE TRATAR DE MÃO-DE-OBRA ,"Tubo para condução de fluidos, corrugado, de parede dupla, sendo a interna lisa e a externa corrugada, não perfurado, fabricado em PEAD (Polietileno de Alta Densidade) virgem na configuração PBA (Ponta Bolsa Anel) sendo a bolsa integrada à barra. Aplicação na condução de esgoto ou efluente químico, proprocionando elevada velocidade de escoamento e alta vazão ao sistema. Diâmetro Nominal refere-se ao Diâmetro interno. Disponível em barras de 6 metros. ", Tigre ADS (SaniPro); Kanflex (knts SUPER) ,18/07/16 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. Data da base de dados19/12/2016 ",2085,11_2016 - FichaInsumo_ComMarcas\Arquivos H a Z.pdf
