,Unnamed: 0.1,Código do SINAPI,Descrição Básica,Unidade de Cálculo,Normas Técnicas,Imagem,Informações Gerais,Atualizado em,Obs,pagina,Arquivo
4188,,42431,"PRESSAO DE PERNAS TRIPLO, EM TUBO DE ACO CARBONO, PINTURA NO PROCESSO ELETROSTATICO - EQUIPAMENTO DE GINASTICA PARA ACADEMIA AO AR LIVRE / ACADEMIA DA TERCEIRA IDADE - ATI ",UN ,"NBR NM 87/ 2000, NBR 10443/2008, NBR 11003/1990, NBR 8094/83 ",,"Equipamento de ginástica para Academia ao Ar Livre/ Academia da Terceira Idade ATI. Fabricado com tubos de aço carbono de no mínimo 4"" x 3 mm; 3 ½"" x 3,75; 2"" x 2 mm; 2"" x 3 mm; Chapas de aço carbono de no mínimo 4,75 mm para reforço de estrutura do equipamento e 2 mm para banco e encosto com dimensões de 335 mm x 315 mm e estampados com bordas arredondadas. Tubo de aço carbono trefilado 2"" x 5,50 mm SCHEDULE 80 (60,30 mm x 49,22 mm). Utiliza-se pinos maciços, todos rolamentados (rolamentos duplos), tratamento de superfície a base de fosfato; película protetiva de resina de poliester termo-endurecível colorido com sistema de deposição de pó eletrostático, batentes redondos de borracha flexível (53mm x 30mm), solda mig. Chumbador com flange de no mínimo 230 mm x 3/16"", com parafusos de fixação e arruela, hastes de ferro maciço trefilado de no mínimo 3/8"", parafusos, arruelas e porcas fixadoras; acabamentos em plástico injetado e/ou emborrachado. Adesivo refletivo destrutivo com identificação dos grupos musculares. ",27/03/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1559,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4189,,44074,PRIMER DE POLIURETANO ,L ,,,"É usado para melhorar a aderência de produtos compostos de Polieuretano sobre substratos cimentíceos, cerâmica, tijolo e madeira. O primer forma uma película intermediária entre o selante e o substrato, promovendo a adesão química. ",08/11/2021 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1560,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4190,,44072,PRIMER EPOXI / EPOXIDICO ,L ,,,"Proporciona resistência à umidade, água, substâncias químicas e abrasão. O epóxi tem boa aderência a diversos substratos e pode ser aplicado em diversos tipos de superfície. Antes da utilização, o produto deve ser misturado ao catalisador. ",08/11/2021 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1561,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4191,,511,"PRIMER PARA MANTA ASFALTICA A BASE DE ASFALTO MODIFICADO DILUIDO EM SOLVENTE, APLICACAO A FRIO ",L ,ABNT NBR 9686:2006 ,,"Pintura de imprimação composta de asfaltos modificados e solventes orgânicos. Aplicação a frio sobre superfícies de concreto, argamassa, metal, PVC e outros. Utilização como primer paracolagem de mantas asfálticas, impermeabilizações com soluções asfálticas moldadas no local e selantes asfálticos ou como proteção anticorrosiva em metais e pintura impermeável em fundações e arrimos. ",17/05/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1562,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4192,,37540,"PROJETOR DE ARGAMASSA, CAPACIDADE DE PROJECAO 1,5 M3/H, ALCANCE DA PROJECAO 30 ATE 60 M, MOTOR ELETRICO TRIFASICO ",UN ,,,"Equipamento usado para transporte e projeção de argamassa para chapisco e reboco / emboço. Usado para aplicação interna e externa. Além de acelerarem o prazo de execução do revestimento trazem economia de mão de obra na projeção e no transporte da argamassa. A argamassa é bombeada e transportada pelo mangote e quando acoplado a um compressor de ar, projeta através da pistola. Alcance horizontal de até 60 m e alcance vertical de até 30 m subindo e até 60 m descendo. Insumo deve incluir acessórios que garantam o alcance especificado (ex.mangueira para ar comprimido de 30 m) ",03/03/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1563,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4193,,37548,"PROJETOR DE ARGAMASSA, CAPACIDADE DE PROJECAO 2,0 M3/H, ALCANCE DA PROJECAO ATE 50 M, MOTOR ELETRICO TRIFASICO ",UN ,,,"Equipamento usado para transporte e projeção de argamassa para chapisco e reboco / emboço. Usado para aplicação interna e externa. Além de acelerarem o prazo de execução do revestimento trazem economia de mão de obra na projeção e no transporte da argamassa. A argamassa é bombeada e transportada pelo mangote e quando acoplado a um compressor de ar, projeta através da pistola. Alcance horizontal de até 60 m e alcance vertical de até 50 m subindo e até 60 m descendo. Insumo deve incluir acessórios que garantam o alcance especificado (ex.mangueira para ar comprimido e mangote de 60 m) ",03/03/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1564,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4194,,39828,"PROJETOR PNEUMATICO DE ARGAMASSA PARA CHAPISCO E REBOCO COM RECIPIENTE ACOPLADO, TIPO CANEQUNHA, COM VOLUME DE 1,50 L, SEM COMPRESSOR ",UN ,,,"O projetor projeta argamassa pelo sistema de caneca. Um spray de chapisco ou emboço é gerado através da passagem de ar comprimido (fornecido por um compressor, por dentro de uma pistola -caneca). ",18/02/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1565,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4195,,12273,"PROJETOR RETANGULAR FECHADO PARA LAMPADA VAPOR DE MERCURIO/SODIO 250 W A 500 W, CABECEIRAS EM ALUMINIO FUNDIDO, CORPO EM ALUMINIO ANODIZADO, PARA LAMPADA E40 FECHAMENTO EM VIDRO TEMPERADO. ",UN ,"ABNT NBR 15129:2012, NBR IEC 60598-1:2010, NBR IEC 60529:2005. ",,"Projetor para iluminação externa em alumínio com pintura epóxi ou esmalte,  impactos e choques térmicos. Utilização em fachadas, campos esportivos, canteiros de obras, praças, etc. Soquete E40 para lâmpadas de vapor metálico, vapor de mercúrio, vapor de sódio ou de luz mista nas potências de 250 ou 400 watts a depender do tipo de lâmpada (ovóide ou tubular) e conforme recomendação do fabricante. ",03/11/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1566,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4196,,38392,PROLONGADOR/EXTENSOR PARA ROLO DE PINTURA 3 M ,UN ,,,"Também denominado ""extensor telescópico"". Haste de chapa metálica, extensível e ajustável no comprimento de até 3 metros, para pinturas em lugares altos ou de difícil acesso. ",21/08/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1567,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4197,,11735,"PROLONGAMENTO / PROLONGADOR PARA CAIXA SIFONADA, PVC, 100 MM X 200 MM (NBR 5688) ",UN ,NBR 5688;2018; NBR 8160:1999 ,,"Como nas construções geralmente não se consegue determinar com exatidão a altura final do piso acabado, tanto nos casos de lajes rebaixadas como nos de forro falso, é necessário o uso de prolongamentos. Fabricado em PVC, o prolongamento para caixa sifonada é o acessório utilizado para nivelar/ajustar a altura da tampa da caixa com o piso acabado, dando um perfeito acabamento. Prolongador para caixa sifonada. ",21/08/2020 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1568,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4198,,11737,"PROLONGAMENTO / PROLONGADOR PARA CAIXA SIFONADA, PVC, 150 MM X 150 MM (NBR 5688) ",UN ,NBR 5688;2018; NBR 8160:1999 ,,"Como nas construções geralmente não se consegue determinar com exatidão a altura final do piso acabado, tanto nos casos de lajes rebaixadas como nos de forro falso, é necessário o uso de prolongamentos. Fabricado em PVC, o prolongamento para caixa sifonada é o acessório utilizado para nivelar/ajustar a altura da tampa da caixa com o piso acabado, dando um perfeito acabamento. Prolongador para caixa sifonada. ",21/08/2020 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1569,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4199,,11738,"PROLONGAMENTO / PROLONGADOR PARA CAIXA SIFONADA, PVC, 150 MM X 200 MM (NBR 5688) ",UN ,NBR 5688;2018; NBR 8160:1999 ,,"Como nas construções geralmente não se consegue determinar com exatidão a altura final do piso acabado, tanto nos casos de lajes rebaixadas como nos de forro falso, é necessário o uso de prolongamentos. Fabricado em PVC, o prolongamento para caixa sifonada é o acessório utilizado para nivelar/ajustar a altura da tampa da caixa com o piso acabado, dando um perfeito acabamento. Prolongador para caixa sifonada. ",21/08/2020 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1570,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4200,,36143,"PROTETOR AUDITIVO TIPO CONCHA COM ABAFADOR DE RUIDOS, ATENUACAO ACIMA DE 22 DB ",UN ,NR-18 ,,"Protetor auditivo constituído por dois abafadores em forma de concha, com bordas almofadadas de espuma, montados em uma haste-suporte ajustável em forma de arco. Atenuação de ruídos acima de 22dB. Utilizado como proteção contra ruídos. ",12/09/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1571,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4201,,36142,"PROTETOR AUDITIVO TIPO PLUG DE INSERCAO COM CORDAO, ATENUACAO SUPERIOR A 15 DB ",UN ,NR-18 ,,"Protetor auditivo em silicone, do tipo inserção, com cordão, com plugues no formato de pinos com três discos concêntricos. Atenuação superior a 15dB. ",12/09/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1572,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4202,,36146,"PROTETOR SOLAR FPS 30, EMBALAGEM 2 LITROS ",UN ,NR-18 ,,"Protetor solar em creme, fator de proteção solar - FPS - 30, contra raios UVA e UVB. Embalagem de 2 litros. Proteção da pele contra queimaduras provocadas pela radiação, sendo recomendado o seu uso em trabalhos ao ar livre e em serviços com solda elétrica. ",12/09/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1573,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4203,,39015,"PROTETOR/PONTEIRA PLASTICA PARA PONTA DE VERGALHAO DE ATE 1"", TIPO PROTETOR DE ESPERA ",UN ,NBR 6118:2014 Versão Corrigida:2014 ,,"Protetor para ponta de vergalhão para espera (ponteira protetora), fabricado em plástico, em cor de segurança (vermelho/laranja). Aloja ferro com diâmetro até 1"" (de aproximadamente 8 a 25mm) sem necessidade de adaptador. Utilizado para prevenir acidentes em obras cobrindo as pontas das ferragens expostas (vergalhões arranque e ferragem vertical). Também protege as pontas das barras de ancoragem, ferragem horizontal. ",16/03/2016 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1574,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4204,,38377,PRUMO DE CENTRO EM ACO *400* G ,UN ,,,"O prumo de centro tem o peso metálico em forma de pião e permite determinar uma linha vertical a partir de um ponto qualquer, transferindo este ponto de um plano horizontal a outro. Isso é possível porque a ponta do pião fica exatamente alinhada com o cordão esticado, quando o prumo pende livremente. ",13/11/2014 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1575,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4205,,38376,PRUMO DE PAREDE EM ACO 700 A 750 G ,UN ,,,"O prumo de face ou de parede tem um peso metálico em forma de cilindro e, na outra ponta do cordão de nylon, uma peça de madeira chamada ""taco"", da mesma largura do peso metálico. Ele é usado para determinar se as fiadas de uma parede e outros elementos verticais estão corretamente ""aprumados"" ou ""no prumo"". ",13/11/2014 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1576,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4206,,38116,"PULSADOR CAMPAINHA 10A, 250V (APENAS MODULO) ",UN ,ABNT NBR 14136:2012 Versão Corrigida 4:2013; ABNT NBR IEC 60669:2014; ABNT NBR 14565:2013; ABNT NBR 5410:2004 Versão Corrigida:2008; ,,"Módulo (Pulsador para campainhas) para instalação de tomadas e interruptores. Insumo deve ser coletado com base na linha básica do respectivo fabricante, vide exemplos no campo ""Referência/Parâmetro de coleta"". A linha coletada deve ser modular (possibilita montagemmodulo(s) + suporte + placa). ",28/10/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1577,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4207,,38066,"PULSADOR CAMPAINHA 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO) ",UN ,ABNT NBR 14136:2012 Versão Corrigida 4:2013; ABNT NBR IEC 60669:2014; ABNT NBR 14565:2013; ABNT NBR 5410:2004 Versão Corrigida:2008; ,,"Conjunto montado para embutir. Agrega um módulo (interruptor para campainhas/pulsador), suporte para placa e placa com um posto. Insumo deve ser coletado com base na linha básica do respectivo fabricante, vide exemplos no campo ""Referência/Parâmetro de coleta"", a linha coletada deve ser modular (modulo(s) + suporte + placa). ",28/10/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1578,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4208,,38117,"PULSADOR MINUTERIA 10A, 250V (APENAS MODULO) ",UN ,ABNT NBR 14136:2012 Versão Corrigida 4:2013; ABNT NBR IEC 60669:2014; ABNT NBR 14565:2013; ABNT NBR 5410:2004 Versão Corrigida:2008; ,,"Módulo (Pulsador para minuteiras) para instalação de tomadas e interruptores. Insumo deve ser coletado com base na linha básica do respectivo fabricante, vide exemplos no campo ""Referência/Parâmetro de coleta"". A linha coletada deve ser modular (possibilita montagemmodulo(s) + suporte + placa). ",28/10/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1579,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4209,,38067,"PULSADOR MINUTERIA 10A, 250V, CONJUNTO MONTADO PARA EMBUTIR 4"" X 2"" (PLACA + SUPORTE + MODULO) ",UN ,ABNT NBR 14136:2012 Versão Corrigida 4:2013; ABNT NBR IEC 60669:2014; ABNT NBR 14565:2013; ABNT NBR 5410:2004 Versão Corrigida:2008; ,,"Conjunto montado para embutir. Agrega um módulo (interruptor para minuterias/pulsador), suporte para placa e placa com um posto. Insumo deve ser coletado com base na linha básica do respectivo fabricante, vide exemplos no campo ""Referência/Parâmetro de coleta"", a linha coletada deve ser modular (modulo(s) + suporte + placa). ",28/10/2015 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1580,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4210,,41316,"PULVERIZADOR DE TINTA ELETRICO AIRLESS, VAZAO *2* L/MIN ",UN ,,,"Pulverizador de tinta elétrico Airless/sem ar, é uma máquina de pintura de alta pressão, utilizada com tinta látex, esmaltes, tintas a base d'água, vernizes e tinta epóxi. O insumo coletado deve ter vazão aproximada de 2 litros/minuto, sendo aceito de 1,8 l/min até 2,2 l/min. O motor deve ser ter potência entre 7/8 a 1,1 HP. O equipamento inclui pistola de pintura, bico e mangueira de 15 metros. ",08/11/2021 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1581,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4211,,11522,"PUXADOR DE EMBUTIR TIPO CONCHA, COM FURO PARA CHAVE, EM LATAO CROMADO, COMPRIMENTO DE APROX *100* MM E LARGURA DE APROX *40* MM ",UN ,NBR ABNT 15.969-3 ,,"Puxador concha de embutir (sem fechadura, somente o puxador) para janelas ou portas de correr, em latão cromado ou polido, com um furo central para a colocação da chave virada. Dois furos para a fixação dos parafusos. Dimensões aproximadas de 40mm de largura e 100mm de altura. ",20/12/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1582,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4212,,43600,"PUXADOR TIPO ALCA, EM ZAMAC CROMADO, COM COMPRIMENTO DE APROX 150 MM, COM ROSETA PARA PORTAS DE MADEIRAS, INCLUINDO PARAFUSOS ",UN ,NBR ABNT 15.969-3 ,,"Puxador concha de embutir (sem fechadura, somente o puxador) para janelas ou portas de correr, em latão cromado ou polido, com um furo central para a colocação da chave virada. Dois furos para a fixação dos parafusos. Dimensões aproximadas de 40mm de largura e 150mm de altura. ",24/12/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1583,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4213,,5080,"PUXADOR TIPO ALCA, EM ZAMAC CROMADO, COM ROSETAS, COMPRIMENTO DE APROX *100* MM, PARA PORTAS E JANELAS DE MADEIRA, INCLUINDO PARAFUSOS ",UN ,NBR ABNT 15.969-3 ,,"Puxador fixo, central, tipo alça com rosetas com dois furos cada, fabricado em zamac com acabamento cromado. Comprimento aproximado de 100 mm. Utilizados nas portas e janelas de madeira ou metálicas. ",20/12/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1584,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4214,,38168,"PUXADOR TUBULAR RETO DUPLO, EM ALUMINIO CROMADO, COMPRIMENTO DE APROX 400 MM E DIAMETRO DE 25 MM (1"") ",UN ,NBR ABNT 15.969-3 ,,"Puxador tubular reto, duplo, em alumínio polido, diâmetro de aproximadamente 1"", comprimento aproximado de 400mm. Instalado em portas de madeira ou vidro. ",20/12/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1585,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4215,,43601,"PUXADOR TUBULAR RETO SIMPLES, EM ALUMINIO CROMADO, COM COMPRIMENTO DE APROX 400 MM E DIAMETRO DE 25 MM ",UN ,NBR ABNT 15.969-3 ,,"Puxador tubular reto, simples, em alumínio polido, diâmetro de aproximadamente 1"", comprimento aproximado de 400mm. Instalado em portas de madeira ou vidro. ",24/12/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1586,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4216,,13393,"QUADRO DE DISTRIBUICAO COM BARRAMENTO TRIFASICO, DE EMBUTIR, EM CHAPA DE ACO GALVANIZADO, PARA 12 DISJUNTORES DIN, 100 A ",UN ,NBR 5410:2004 Versão Corrigida:2008 ,,"Quadro de distribuição, fabricado em chapa de aço com pintura eletrostática a pó. De embutir. Com barramento para 100A. Quadro destinado à instalação de equipamentos de comando e proteção dos circuitos de iluminação, aquecimento e tomadas. ",11/09/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1587,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4217,,13395,"QUADRO DE DISTRIBUICAO COM BARRAMENTO TRIFASICO, DE EMBUTIR, EM CHAPA DE ACO GALVANIZADO, PARA 18 DISJUNTORES DIN, 100 A, INCLUINDO BARRAMENTO ",UN ,NBR 5410:2004 Versão Corrigida:2008 ,,"Quadro de distribuição, fabricado em chapa de aço com pintura eletrostática a pó. De embutir. Com barramento para 100A. Quadro destinado à instalação de equipamentos de comando e proteção dos circuitos de iluminação, aquecimento e tomadas. ",11/09/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1588,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4218,,12039,"QUADRO DE DISTRIBUICAO COM BARRAMENTO TRIFASICO, DE EMBUTIR, EM CHAPA DE ACO GALVANIZADO, PARA 24 DISJUNTORES DIN, 100 A ",UN ,NBR 5410:2004 Versão Corrigida:2008 ,,"Quadro de distribuição, fabricado em chapa de aço com pintura eletrostática a pó. De embutir. Com barramento para 100A. Quadro destinado à instalação de equipamentos de comando e proteção dos circuitos de iluminação, aquecimento e tomadas. ",30/10/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1589,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4219,,13396,"QUADRO DE DISTRIBUICAO COM BARRAMENTO TRIFASICO, DE EMBUTIR, EM CHAPA DE ACO GALVANIZADO, PARA 28 DISJUNTORES DIN, 100 A ",UN ,NBR 5410:2004 Versão Corrigida:2008 ,,"Quadro de distribuição, fabricado em chapa de aço com pintura eletrostática a pó. De embutir. Com barramento para 100A. Quadro destinado à instalação de equipamentos de comando e proteção dos circuitos de iluminação, aquecimento e tomadas. ",11/09/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1590,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4220,,12041,"QUADRO DE DISTRIBUICAO COM BARRAMENTO TRIFASICO, DE EMBUTIR, EM CHAPA DE ACO GALVANIZADO, PARA 30 DISJUNTORES DIN, 150 A ",UN ,NBR 5410:2004 Versão Corrigida:2008 ,,"Quadro de distribuição, fabricado em chapa de aço com pintura eletrostática a pó. De embutir. Com barramento para 100A. Quadro destinado à instalação de equipamentos de comando e proteção dos circuitos de iluminação, aquecimento e tomadas. ",11/09/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1591,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4221,,12043,"QUADRO DE DISTRIBUICAO COM BARRAMENTO TRIFASICO, DE EMBUTIR, EM CHAPA DE ACO GALVANIZADO, PARA 30 DISJUNTORES DIN, 225 A ",UN ,NBR 5410:2004 Versão Corrigida:2008 ,,"Quadro de distribuição, fabricado em chapa de aço com pintura eletrostática a pó. De embutir. Com barramento para 100A. Quadro destinado à instalação de equipamentos de comando e proteção dos circuitos de iluminação, aquecimento e tomadas. ",11/09/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1592,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4222,,39762,"QUADRO DE DISTRIBUICAO COM BARRAMENTO TRIFASICO, DE EMBUTIR, EM CHAPA DE ACO GALVANIZADO, PARA 36 DISJUNTORES DIN, 100 A ",UN ,NBR 5410:2004 Versão Corrigida:2008 ,,"Quadro de distribuição, fabricado em chapa de aço com pintura eletrostática a pó. De embutir. Com barramento para 100A. Quadro destinado à instalação de equipamentos de comando e proteção dos circuitos de iluminação, aquecimento e tomadas. ",11/09/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1593,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4223,,12042,"QUADRO DE DISTRIBUICAO COM BARRAMENTO TRIFASICO, DE EMBUTIR, EM CHAPA DE ACO GALVANIZADO, PARA 40 DISJUNTORES DIN, 100 A ",UN ,NBR 5410:2004 Versão Corrigida:2008 ,,"Quadro de distribuição, fabricado em chapa de aço com pintura eletrostática a pó. De embutir. Com barramento para 100A. Quadro destinado à instalação de equipamentos de comando e proteção dos circuitos de iluminação, aquecimento e tomadas. ",11/09/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1594,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4224,,39763,"QUADRO DE DISTRIBUICAO COM BARRAMENTO TRIFASICO, DE EMBUTIR, EM CHAPA DE ACO GALVANIZADO, PARA 48 DISJUNTORES DIN, 100 A ",UN ,NBR 5410:2004 Versão Corrigida:2008 ,,"Quadro de distribuição, fabricado em chapa de aço com pintura eletrostática a pó. De embutir. Com barramento para 100A. Quadro destinado à instalação de equipamentos de comando e proteção dos circuitos de iluminação, aquecimento e tomadas. ",11/09/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1595,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4225,,39760,"QUADRO DE DISTRIBUICAO COM BARRAMENTO TRIFASICO, DE SOBREPOR, EM CHAPA DE ACO GALVANIZADO, PARA *42* DISJUNTORES DIN, 100 A ",UN ,NBR 5410:2004 Versão Corrigida:2008 ,,"Quadro de distribuição, fabricado em chapa de aço com pintura eletrostática a pó. De sobrepor. Com barramento para 100.Quantidade de disjuntores entre 40 a 44 peças. Quadro destinado à instalação de equipamentos de comando e proteção dos circuitos de iluminação, aquecimento e tomadas. ",30/04/2019 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1596,10_2021 - FichaInsumo\Arquivos H a Z.pdf
4226,,39756,"QUADRO DE DISTRIBUICAO COM BARRAMENTO TRIFASICO, DE SOBREPOR, EM CHAPA DE ACO GALVANIZADO, PARA 12 DISJUNTORES DIN, 100 A ",UN ,NBR 5410:2004 Versão Corrigida:2008 ,,"Quadro de distribuição, fabricado em chapa de aço com pintura eletrostática a pó. De sobrepor. Com barramento para 100A. Quadro destinado à instalação de equipamentos de comando e proteção dos circuitos de iluminação, aquecimento e tomadas. ",30/10/2018 SINAPI ESPECIFICAÇÃO TÉCNICA DE INSUMO ,"as dimensões entre asteriscos (*), quando houver, indicam a aceitação de medidas aproximadas. ",1597,10_2021 - FichaInsumo\Arquivos H a Z.pdf
