,CODIGO  ,DESCRICAO DO INSUMO,UNIDADE DE MEDIDA,ORIGEM DO PRECO,PRECO MEDIANO R$
3691,3409,"POLIESTIRENO EXPANDIDO/EPS (ISOPOR), TIPO 2F, PLACA, ISOLAMENTO TERMOACUSTICO, E = 50 MM, 1000 X 500 MM                                                                                                                                                                                                                                                                                                                                                                                                   ",M2    ,CR,"28,12"
3692,11427,POLVORA NEGRA                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,KG    ,AS,"123,39"
3693,4491,"PONTALETE *7,5 X 7,5* CM EM PINUS, MISTA OU EQUIVALENTE DA REGIAO - BRUTA                                                                                                                                                                                                                                                                                                                                                                                                                                 ",M     ,CR,"6,05"
3694,2745,"PONTALETE ROLIÇO SEM TRATAMENTO, D = 8 A 11 CM, H = 3 M, EM EUCALIPTO OU EQUIVALENTE DA REGIAO - BRUTA (PARA ESCORAMENTO)                                                                                                                                                                                                                                                                                                                                                                                 ",M     ,CR,"3,01"
3695,14439,"PONTALETE ROLIÇO SEM TRATAMENTO, D = 8 A 11 CM, H = 6 M, EM EUCALIPTO OU EQUIVALENTE DA REGIAO - BRUTA (PARA ESCORAMENTO)                                                                                                                                                                                                                                                                                                                                                                                 ",M     ,CR,"3,73"
3696,44496,"PONTEIRO PARA MARTELO ROMPEDOR, DIAMETRO = *28* MM, COMPRIMENTO = *520* MM, ENCAIXE  SEXTAVADO                                                                                                                                                                                                                                                                                                                                                                                                            ",UN    ,CR,"192,29"
3697,12362,"PORCA OLHAL EM ACO GALVANIZADO, ESPESSURA 16MM, ABERTURA 21MM                                                                                                                                                                                                                                                                                                                                                                                                                                             ",UN    ,CR,"23,70"
3698,421,"PORCA OLHAL M 16,  EM ACO GALVANIZADO, DIAMETRO = 16 MM                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",UN    ,AS,"11,93"
3699,14148,"PORCA UNIAO/JUNCAO ZINCADA SEXTAVADA 1/4 "", CHAVE 7/16 "", COMPRIMENTO = 25 MM                                                                                                                                                                                                                                                                                                                                                                                                                             ",UN    ,AS,"0,90"
3700,4341,"PORCA ZINCADA, QUADRADA, DIAMETRO 3/8""                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,CR,"1,21"
3701,4337,"PORCA ZINCADA, QUADRADA, DIAMETRO 5/8""                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",UN    ,CR,"3,06"
3702,4339,"PORCA ZINCADA, SEXTAVADA, DIAMETRO 1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",UN    ,CR,"0,65"
3703,39997,"PORCA ZINCADA, SEXTAVADA, DIAMETRO 1/4""                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",UN    ,CR,"0,36"
3704,11971,"PORCA ZINCADA, SEXTAVADA, DIAMETRO 1""                                                                                                                                                                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"5,06"
3705,4342,"PORCA ZINCADA, SEXTAVADA, DIAMETRO 3/8""                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",UN    ,CR,"0,27"
3706,4330,"PORCA ZINCADA, SEXTAVADA, DIAMETRO 5/16""                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"0,18"
3707,4340,"PORCA ZINCADA, SEXTAVADA, DIAMETRO 5/8""                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",UN    ,CR,"1,41"
3708,5088,"PORTA CADEADO EM ACO GALVANIZADO, COMPRIMENTO DE 3  1/2""                                                                                                                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"6,90"
3709,11154,"PORTA CORTA-FOGO PARA SAIDA DE EMERGENCIA, COM FECHADURA, VAO LUZ DE 90 X 210 CM, CLASSE P-90 (NBR 11742)                                                                                                                                                                                                                                                                                                                                                                                                 ",UN    ,AS,"1.316,32"
3710,4989,"PORTA DE ABRIR / GIRO, DE MADEIRA FOLHA MEDIA (NBR 15930) DE 1000 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM LAMINADO NATURAL PARA VERNIZ                                                                                                                                                                                                                                                                                                 ",UN    ,CR,"256,21"
3711,4982,"PORTA DE ABRIR / GIRO, DE MADEIRA FOLHA MEDIA (NBR 15930) DE 1000 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA                                                                                                                                                                                                                                                                                                          ",UN    ,CR,"240,31"
3712,4962,"PORTA DE ABRIR / GIRO, DE MADEIRA FOLHA MEDIA (NBR 15930) DE 700 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA FRISADA EM HDF, ACABAMENTO MELAMINICO EM PADRAO MADEIRA                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"189,52"
3713,4981,"PORTA DE ABRIR / GIRO, DE MADEIRA FOLHA MEDIA (NBR 15930) DE 700 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM LAMINADO NATURAL PARA VERNIZ                                                                                                                                                                                                                                                                                                  ",UN    ,C ,"168,72"
3714,4964,"PORTA DE ABRIR / GIRO, DE MADEIRA FOLHA MEDIA (NBR 15930) DE 800 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA FRISADA EM HDF, ACABAMENTO MELAMINICO EM PADRAO MADEIRA                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"214,04"
3715,4992,"PORTA DE ABRIR / GIRO, DE MADEIRA FOLHA MEDIA (NBR 15930) DE 800 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM LAMINADO NATURAL PARA VERNIZ                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"209,08"
3716,4987,"PORTA DE ABRIR / GIRO, DE MADEIRA FOLHA MEDIA (NBR 15930) DE 900 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM LAMINADO NATURAL PARA VERNIZ                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"239,20"
3717,4930,"PORTA DE ABRIR / GIRO, EM GRADIL FERRO, COM BARRA CHATA 3 CM X 1/4"", COM REQUADRO E GUARNICAO - COMPLETO - ACABAMENTO NATURAL                                                                                                                                                                                                                                                                                                                                                                             ",M2    ,AS,"557,55"
3718,39021,"PORTA DE ABRIR EM ACO COM DIVISAO HORIZONTAL PARA VIDROS, COM FUNDO ANTICORROSIVO/PRIMER DE PROTECAO, SEM GUARNICAO/ALIZAR/VISTA, VIDROS NAO INCLUSOS, 90 X 210 CM                                                                                                                                                                                                                                                                                                                                        ",UN    ,AS,"592,81"
3719,39022,"PORTA DE ABRIR EM ACO TIPO VENEZIANA, COM FUNDO ANTICORROSIVO / PRIMER DE PROTECAO, SEM GUARNICAO/ALIZAR/VISTA, 90 X 210 CM                                                                                                                                                                                                                                                                                                                                                                               ",UN    ,AS,"531,00"
3720,39024,"PORTA DE ABRIR EM ALUMINIO COM DIVISAO HORIZONTAL  PARA VIDROS,  ACABAMENTO ANODIZADO NATURAL, VIDROS INCLUSOS, SEM GUARNICAO/ALIZAR/VISTA , 87 X 210 CM                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"1.093,38"
3721,4914,"PORTA DE ABRIR EM ALUMINIO COM LAMBRI HORIZONTAL/LAMINADA, ACABAMENTO ANODIZADO NATURAL, SEM GUARNICAO/ALIZAR/VISTA                                                                                                                                                                                                                                                                                                                                                                                       ",M2    ,CR,"886,54"
3722,4917,"PORTA DE ABRIR EM ALUMINIO TIPO VENEZIANA, ACABAMENTO ANODIZADO NATURAL, SEM GUARNICAO/ALIZAR/VISTA                                                                                                                                                                                                                                                                                                                                                                                                       ",M2    ,C ,"612,25"
3723,39025,"PORTA DE ABRIR EM ALUMINIO TIPO VENEZIANA, ACABAMENTO ANODIZADO NATURAL, SEM GUARNICAO/ALIZAR/VISTA, 87 X 210 CM                                                                                                                                                                                                                                                                                                                                                                                          ",UN    ,CR,"1.121,14"
3724,4922,"PORTA DE CORRER EM ALUMINIO, DUAS FOLHAS MOVEIS COM VIDRO, FECHADURA E PUXADOR EMBUTIDO, ACABAMENTO ANODIZADO NATURAL, SEM GUARNICAO/ALIZAR/VISTA                                                                                                                                                                                                                                                                                                                                                         ",M2    ,CR,"567,92"
3725,4911,"PORTA DE ENROLAR MANUAL COMPLETA, ARTICULADA RAIADA LARGA, EM ACO GALVANIZADO NATURAL, CHAPA NUMERO 24 (SEM INSTALACAO)                                                                                                                                                                                                                                                                                                                                                                                   ",M2    ,CR,"429,80"
3726,37518,"PORTA DE ENROLAR MANUAL COMPLETA, PERFIL MEIA CANA CEGA, EM ACO GALVANIZADO COM PINTURA ELETROSTATICA, CHAPA NUMERO 24 "" (SEM INSTALACAO)                                                                                                                                                                                                                                                                                                                                                                 ",M2    ,CR,"698,42"
3727,4910,"PORTA DE ENROLAR MANUAL COMPLETA, PERFIL MEIA CANA CEGA, EM ACO GALVANIZADO NATURAL, CHAPA NUMERO 24 (SEM INSTALACAO)                                                                                                                                                                                                                                                                                                                                                                                     ",M2    ,CR,"588,78"
3728,4943,"PORTA DE ENROLAR MANUAL COMPLETA, PERFIL MEIA CANA VAZADA TIJOLINHO, EM ACO GALVANIZADO NATURAL, CHAPA NUMERO 24 (SEM INSTALACAO)                                                                                                                                                                                                                                                                                                                                                                         ",M2    ,CR,"877,14"
3729,5002,"PORTA DE MADEIRA QUADRICULADA PARA VIDRO, DE CORRER (EUCALIPTO OU EQUIVALENTE REGIONAL), E = *3,5* CM                                                                                                                                                                                                                                                                                                                                                                                                     ",M2    ,CR,"454,26"
3730,4977,"PORTA DE MADEIRA TIPO VENEZIANA (EUCALIPTO OU EQUIVALENTE REGIONAL), E = *3,5* CM                                                                                                                                                                                                                                                                                                                                                                                                                         ",M2    ,CR,"306,64"
3731,5028,"PORTA DE MADEIRA-DE-LEI QUADRICULADA PARA VIDRO, DE CORRER (ANGELIM OU EQUIVALENTE REGIONAL), E = *3,5* CM                                                                                                                                                                                                                                                                                                                                                                                                ",M2    ,CR,"750,31"
3732,4998,"PORTA DE MADEIRA-DE-LEI TIPO MEXICANA SEM EMENDA (ANGELIM OU EQUIVALENTE REGIONAL), E = *3,5* CM                                                                                                                                                                                                                                                                                                                                                                                                          ",M2    ,CR,"623,15"
3733,4969,"PORTA DE MADEIRA-DE-LEI TIPO VENEZIANA (ANGELIM OU EQUIVALENTE REGIONAL), E = *3,5* CM                                                                                                                                                                                                                                                                                                                                                                                                                    ",M2    ,C ,"433,69"
3734,11364,"PORTA DE MADEIRA, FOLHA LEVE (NBR 15930) DE 600 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO COLMEIA, CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA                                                                                                                                                                                                                                                                                                                                             ",UN    ,CR,"144,94"
3735,11365,"PORTA DE MADEIRA, FOLHA LEVE (NBR 15930) DE 700 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO COLMEIA, CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA                                                                                                                                                                                                                                                                                                                                             ",UN    ,CR,"150,41"
3736,11366,"PORTA DE MADEIRA, FOLHA LEVE (NBR 15930) DE 800 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO COLMEIA, CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA                                                                                                                                                                                                                                                                                                                                             ",UN    ,CR,"159,89"
3737,43777,"PORTA DE MADEIRA, FOLHA LEVE (NBR 15930), DE 600 X 2100 MM, E = 35 MM, NUCLEO COLMEIA, CAPA LISA EM HDF, ACABAMENTO MELAMINICO EM PADRAO MADEIRA                                                                                                                                                                                                                                                                                                                                                          ",UN    ,CR,"187,82"
3738,20322,"PORTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 600 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA FRISADA EM HDF, ACABAMENTO MELAMINICO EM PADRAO MADEIRA                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"174,35"
3739,10553,"PORTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 600 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA                                                                                                                                                                                                                                                                                                                           ",UN    ,CR,"158,31"
3740,5020,"PORTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 600 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO LAMINADO NATURAL PARA VERNIZ                                                                                                                                                                                                                                                                                                                     ",UN    ,CR,"166,91"
3741,10554,"PORTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 700 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA                                                                                                                                                                                                                                                                                                                           ",UN    ,CR,"159,71"
3742,10555,"PORTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 800 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA                                                                                                                                                                                                                                                                                                                           ",UN    ,CR,"174,17"
3743,10556,"PORTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 900 X 2100 MM, DE 35 MM A 40 MM DE ESPESSURA, NUCLEO SEMI-SOLIDO (SARRAFEADO), CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA                                                                                                                                                                                                                                                                                                                           ",UN    ,CR,"231,58"
3744,39502,"PORTA DE MADEIRA, FOLHA PESADA (NBR 15930) DE 800 X 2100 MM, DE 40 MM A 45 MM DE ESPESSURA, NUCLEO SOLIDO, CAPA LISA EM HDF, ACABAMENTO EM LAMINADO NATURAL PARA VERNIZ                                                                                                                                                                                                                                                                                                                                   ",UN    ,CR,"325,19"
3745,39504,"PORTA DE MADEIRA, FOLHA PESADA (NBR 15930) DE 800 X 2100 MM, DE 40 MM A 45 MM DE ESPESSURA, NUCLEO SOLIDO, CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA                                                                                                                                                                                                                                                                                                                                            ",UN    ,CR,"359,60"
3746,39503,"PORTA DE MADEIRA, FOLHA PESADA (NBR 15930) DE 900 X 2100 MM, DE 40 MM A 45 MM DE ESPESSURA, NUCLEO SOLIDO, CAPA LISA EM HDF, ACABAMENTO EM LAMINADO NATURAL PARA VERNIZ                                                                                                                                                                                                                                                                                                                                   ",UN    ,CR,"378,47"
3747,39505,"PORTA DE MADEIRA, FOLHA PESADA (NBR 15930) DE 900 X 2100 MM, DE 40 MM A 45 MM DE ESPESSURA, NUCLEO SOLIDO, CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA                                                                                                                                                                                                                                                                                                                                            ",UN    ,CR,"407,86"
3748,44471,PORTA DENTE PARA  FRESADORA                                                                                                                                                                                                                                                                                                                                                                                                                                                                               ,UN    ,AS,"662,67"
3749,4944,"PORTA GRADE DE ENROLAR MANUAL COMPLETA, PERFIL TUBULAR TIJOLINHO 3/4 "", EM ACO GALVANIZADO NATURAL (SEM INSTALACAO)                                                                                                                                                                                                                                                                                                                                                                                       ",M2    ,CR,"1.311,32"
3750,21102,"PORTA TOALHA BANHO EM METAL CROMADO, TIPO BARRA                                                                                                                                                                                                                                                                                                                                                                                                                                                           ",UN    ,CR,"40,88"
3751,21101,"PORTA TOALHA ROSTO EM METAL CROMADO, TIPO ARGOLA                                                                                                                                                                                                                                                                                                                                                                                                                                                          ",UN    ,CR,"26,25"
3752,34713,"PORTA VIDRO TEMPERADO INCOLOR, 2 FOLHAS DE CORRER, E = 10 MM (SEM FERRAGENS E SEM COLOCACAO)                                                                                                                                                                                                                                                                                                                                                                                                              ",M2    ,CR,"305,81"
3753,37563,"PORTAO BASCULANTE, MANUAL, EM ACO GALVANIZADO, CHAPA 26, TIPO LAMBRIL, COM REQUADRO, ACABAMENTO NATURAL                                                                                                                                                                                                                                                                                                                                                                                                   ",M2    ,AS,"613,50"
3754,4948,"PORTAO DE ABRIR / GIRO, EM GRADIL DE METALON REDONDO DE 3/4""  VERTICAL, COM REQUADRO, ACABAMENTO NATURAL - COMPLETO                                                                                                                                                                                                                                                                                                                                                                                       ",M2    ,AS,"533,76"
3755,37561,"PORTAO DE CORRER EM CHAPA TIPO PAINEL LAMBRIL QUADRADO, COM PORTA SOCIAL COMPLETA INCLUIDA, COM REQUADRO, ACABAMENTO NATURAL, COM TRILHOS E ROLDANAS                                                                                                                                                                                                                                                                                                                                                      ",M2    ,AS,"497,81"
3756,37562,"PORTAO DE CORRER EM GRADIL FIXO DE BARRA DE FERRO CHATA DE 3 X 1/4"" NA VERTICAL, SEM REQUADRO, ACABAMENTO NATURAL, COM TRILHOS E ROLDANAS                                                                                                                                                                                                                                                                                                                                                                 ",M2    ,AS,"652,68"
3757,14164,"POSTE CONICO CONTINUO EM ACO GALVANIZADO, CURVO, BRACO DUPLO, ENGASTADO,  H = 9 M, DIAMETRO INFERIOR = *135* MM                                                                                                                                                                                                                                                                                                                                                                                           ",UN    ,AS,"2.440,30"
3758,14163,"POSTE CONICO CONTINUO EM ACO GALVANIZADO, CURVO, BRACO DUPLO, FLANGEADO,  H = 9 M, DIAMETRO INFERIOR = *135* MM                                                                                                                                                                                                                                                                                                                                                                                           ",UN    ,AS,"2.773,56"
3759,5051,"POSTE CONICO CONTINUO EM ACO GALVANIZADO, CURVO, BRACO SIMPLES, ENGASTADO,  H = 9 M, DIAMETRO INFERIOR = *135* MM                                                                                                                                                                                                                                                                                                                                                                                         ",UN    ,AS,"2.358,88"
3760,14162,"POSTE CONICO CONTINUO EM ACO GALVANIZADO, CURVO, BRACO SIMPLES, FLANGEADO,  H = 9 M, DIAMETRO INFERIOR = *135* MM                                                                                                                                                                                                                                                                                                                                                                                         ",UN    ,AS,"2.355,45"
3761,5052,"POSTE CONICO CONTINUO EM ACO GALVANIZADO, CURVO, BRACO SIMPLES, FLANGEADO, H = 7 M, DIAMETRO INFERIOR = *125* MM                                                                                                                                                                                                                                                                                                                                                                                          ",UN    ,AS,"1.757,50"
3762,14166,"POSTE CONICO CONTINUO EM ACO GALVANIZADO, RETO, ENGASTADO,  H = 7 M, DIAMETRO INFERIOR = *125* MM                                                                                                                                                                                                                                                                                                                                                                                                         ",UN    ,AS,"1.779,81"
3763,14165,"POSTE CONICO CONTINUO EM ACO GALVANIZADO, RETO, ENGASTADO,  H = 9 M, DIAMETRO INFERIOR = *145* MM                                                                                                                                                                                                                                                                                                                                                                                                         ",UN    ,AS,"2.465,69"
3764,5050,"POSTE CONICO CONTINUO EM ACO GALVANIZADO, RETO, FLANGEADO,  H = 3 M, DIAMETRO INFERIOR = *95* MM                                                                                                                                                                                                                                                                                                                                                                                                          ",UN    ,AS,"606,86"
3765,12366,"POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 10,00 M, RESISTENCIA DE 150 A 200 DAN, TIPO C-14                                                                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"1.436,22"
3766,5045,"POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 11,00 M, RESISTENCIA DE 200 A 300 DAN, TIPO C-14                                                                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"2.281,19"
3767,5035,"POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 11,00 M, RESISTENCIA DE 300 A 400 DAN, TIPO C-17                                                                                                                                                                                                                                                                                                                                                                                                  ",UN    ,CR,"3.499,76"
3768,41180,"POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 13,00 M, RESISTENCIA DE 1000 DAN, TIPO C-23                                                                                                                                                                                                                                                                                                                                                                                                       ",UN    ,CR,"5.128,08"
3769,41181,"POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 13,00 M, RESISTENCIA DE 1500 DAN, TIPO C-29                                                                                                                                                                                                                                                                                                                                                                                                       ",UN    ,CR,"6.789,42"
3770,41182,"POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 13,00 M, RESISTENCIA DE 2000 DAN, TIPO C-29                                                                                                                                                                                                                                                                                                                                                                                                       ",UN    ,CR,"9.739,98"
3771,41183,"POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 13,00 M, RESISTENCIA DE 2500 DAN, TIPO C-29                                                                                                                                                                                                                                                                                                                                                                                                       ",UN    ,CR,"12.160,56"
3772,41184,"POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 13,00 M, RESISTENCIA DE 3000 DAN, TIPO C-29                                                                                                                                                                                                                                                                                                                                                                                                       ",UN    ,CR,"18.515,20"
3773,41185,"POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 14,00 M, RESISTENCIA DE 1000 DAN, TIPO C-23                                                                                                                                                                                                                                                                                                                                                                                                       ",UN    ,CR,"6.866,27"
3774,41186,"POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 14,00 M, RESISTENCIA DE 1500 DAN, TIPO C-29                                                                                                                                                                                                                                                                                                                                                                                                       ",UN    ,CR,"9.622,28"
3775,41187,"POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 14,00 M, RESISTENCIA DE 2000 DAN, TIPO C-29                                                                                                                                                                                                                                                                                                                                                                                                       ",UN    ,CR,"12.904,28"
3776,41188,"POSTE DE CONCRETO ARMADO DE SECAO CIRCULAR, EXTENSAO DE 14,00 M, RESISTENCIA DE 2500 DAN, TIPO C-29                                                                                                                                                                                                                                                                                                                                                                                                       ",UN    ,CR,"16.501,70"
